src	prediction	entropy
fancust	fancusts	4.023766994476318
unbittre	unbittres	4.630365371704102
dissaluate	dissaluates	5.478974342346191
destile	destiles	4.422737121582031
dowshraminize	dowshraminizes	6.399029731750488
exoriarize	exoriarizes	5.485128402709961
retercent	retercents	5.017935752868652
subsecten	subsectens	5.404035568237305
emelify	emelifies	4.452544689178467
shrumpe	shrumpes	4.352747917175293
sontify	sontifies	4.389980316162109
deselfier	deselfiers	4.794057846069336
exsele-tamm	exsele-tamms	5.9490647315979
unhowe	unhowes	3.36635422706604
rantle	rantles	3.9513707160949707
posim	posims	3.119260787963867
undack	undacks	3.3629302978515625
preveed	preveeds	4.207907199859619
bepown	bepowns	3.246366262435913
debeed	debeeds	3.394228458404541
underpurt	underpurts	4.930508136749268
bedisserate	bedisserates	6.110414981842041
mishacidate	mishacidates	6.175084114074707
phorotemize	phorotemizes	6.0062384605407715
rabsarritize	rabsarritizes	6.019519805908203
retight	retights	4.3181586265563965
doppotionace	doppotionaces	6.556300640106201
decese	deceses	3.7975735664367676
unfocke	unfockes	3.886125326156616
uncumble	uncumbles	4.457095146179199
spureed	spureeds	3.849041700363159
sauberbamilate	sauberbamilates	7.027173042297363
coldimilate	coldimilates	5.526355266571045
beshyphitinate	beshyphitinates	7.761674404144287
recordialise	recordialises	6.612673282623291
rephire	rephires	4.286014080047607
supore	supores	4.011329650878906
unrectear	unrectears	5.064571380615234
defortinision	defortinisions	6.5502777099609375
unbathify	unbathifies	5.016703128814697
decommeste	decommestes	5.223210334777832
forepat	forepats	4.138911247253418
casherate	casherates	4.916030406951904
fidilate	fidilates	4.7182722091674805
frowroot	frowroots	4.333678722381592
forhon	forhons	3.5327765941619873
sarthort	sarthorts	4.876143932342529
phytomorg	phytomorgs	4.42106294631958
coothote	coothotes	4.487670421600342
mustrain	mustrains	4.4328718185424805
deplact	deplacts	4.078234672546387
beceach	beceaches	4.660834312438965
shamitring	shamitrings	5.447168827056885
reflow-coate	reflow-coates	6.493031024932861
soud-chimeten	soud-chimetens	6.592698574066162
brimshrope	brimshropes	5.006671905517578
recrib	recribs	3.566599130630493
recacce	recacces	4.591453552246094
deaught	deaughts	4.164062976837158
flyiletallate	flyiletallates	6.981334209442139
partrustise	partrustises	6.578850746154785
previstrop	previstrops	5.589014053344727
premethast	premethasts	5.857192516326904
recanch	recanches	4.711477279663086
chrecrify	chrecrifies	5.714332580566406
reflant	reflants	4.388640403747559
defurder	defurders	4.201359748840332
recopiate	recopiates	4.8806986808776855
falork	falorks	4.114720821380615
disaparrigize	disaparrigizes	7.0663065910339355
cropenize	cropenizes	4.519459247589111
præmol	præmols	3.806138753890991
scardendize	scardendizes	5.954684257507324
decarrorate	decarrorates	5.960445404052734
rebed	rebeds	3.2674009799957275
roosperse	roosperses	5.723762035369873
prepeerense	prepeerenses	5.783716201782227
doubsise	doubsises	4.674117088317871
scimb	scimbs	3.1280758380889893
shotpel	shotpels	4.083565711975098
recipter	recipters	4.605229377746582
ropeld	ropelds	3.9298853874206543
cousken	couskens	3.72727370262146
poseserize	poseserizes	5.579790115356445
reforspale	reforspales	5.645132064819336
ectuber	ectubers	4.11538028717041
emporop	emporops	3.8873634338378906
beandelish	beandelishes	6.593995571136475
elempure	elempures	5.078797340393066
creadock	creadocks	4.567629337310791
unseng	unsengs	3.745887517929077
dissist	dissists	3.7708752155303955
uncarneseate	uncarneseates	6.598487854003906
freasplack	freasplacks	5.964716911315918
supsick	supsicks	4.2464919090271
cooledecect	cooledecects	6.039555072784424
essumilize	essumilizes	5.101393222808838
propaise	propaises	4.953176975250244
fanalise	fanalises	4.9671711921691895
enchinate	enchinates	5.484676837921143
dishrichesish	dishrichesishes	7.820259094238281
mangenise	mangenises	4.8459858894348145
retrott-disangurate	retrott-disangurates	9.722057342529297
reprevisify	reprevisifies	5.998915672302246
strastify	strastifies	5.364527225494385
stabalecise	stabalecises	5.81242036819458
frawe-hurch	frawe-hurches	6.38623571395874
misprass	misprasses	4.552171230316162
chalowogrutherise	chalowogrutherises	8.814729690551758
retlow	retlows	3.293889284133911
restasionate	restasionates	6.347294330596924
perterplatise	perterplatises	7.2525129318237305
retench	retenches	4.600122451782227
delify	delifies	3.967132091522217
descrack	descracks	4.81482458114624
medeletate	medeletates	5.202754497528076
enback	enbacks	3.4204444885253906
recester	recesters	4.977624893188477
combrock	combrocks	4.479101657867432
reforsphone	reforsphones	5.924109935760498
enchasce	enchasces	4.869504928588867
precate	precates	4.282837867736816
stribinate	stribinates	5.39352560043335
repimse	repimses	4.5791192054748535
cransify	cransifies	5.035617828369141
compunterimate	compunterimates	7.4325175285339355
poosced	poosceds	3.810901641845703
repolytize	repolytizes	5.494091987609863
prucananize	prucananizes	5.758720874786377
mastitize	mastitizes	5.169012069702148
phowed	phoweds	3.241758346557617
perminogarize	perminogarizes	6.360159397125244
underdowet	underdowets	5.178500652313232
shirch	shirches	4.168651580810547
disterpel	disterpels	5.311931610107422
shimb	shimbs	3.3641412258148193
emearize	emearizes	4.671311855316162
parenecreate	parenecreates	7.034478187561035
misbecload	misbecloads	5.27425479888916
perplettinate	perplettinates	6.635931491851807
saurlusise	saurlusises	5.322851181030273
froak	froaks	3.2175467014312744
redisar	redisars	4.174542427062988
missingriate	missingriates	6.411226749420166
disfirrame	disfirrames	5.644360542297363
missirialize	missirializes	6.284679889678955
breaphostare	breaphostares	6.451513767242432
endersent	endersents	5.295892238616943
side-sectule	side-sectules	6.242917060852051
domalogate	domalogates	5.688905715942383
decram	decrams	3.676530599594116
burdeer	burdeers	4.2979278564453125
decummunise	decummunises	6.117310047149658
papperize	papperizes	4.741858959197998
forsim	forsims	3.9831886291503906
reviate	reviates	4.280085563659668
beconsorm	beconsorms	5.26608943939209
decruate	decruates	4.4426350593566895
discalve	discalves	4.676558971405029
underwet	underwets	4.419663429260254
diacaise	diacaises	4.824671745300293
pertone	pertones	4.186549663543701
enfusk	enfusks	3.1849703788757324
repringer	repringers	5.377910614013672
defamenize	defamenizes	4.9626688957214355
slackstilt	slackstilts	5.617604732513428
elunelist	elunelists	4.99210262298584
pethole-reave	pethole-reaves	7.306738376617432
refook	refooks	3.413526773452759
frondize	frondizes	4.463809967041016
maliscoper	maliscopers	5.526811599731445
pastem	pastems	3.6473684310913086
depricate	depricates	5.278267860412598
misstalk	misstalks	4.345615386962891
cappaly	cappalies	4.627439022064209
undinder	undinders	4.818021774291992
foreclappering	foreclapperings	7.716901779174805
divolize	divolizes	4.7175612449646
recurre-hut	recurre-huts	6.26125955581665
disslimotestish	disslimotestishes	7.761056900024414
reconveen	reconveens	4.78621768951416
unratt	unratts	3.6896562576293945
prefate	prefates	3.989515781402588
untertorise	untertorises	6.6283392906188965
debrasp	debrasps	4.233422756195068
sicerate	sicerates	4.67538595199585
becist	becists	3.9885733127593994
dialigate	dialigates	4.960996150970459
clownert	clownerts	4.275933742523193
undrase	undrases	4.161832332611084
dissconter	dissconters	5.821265697479248
underparee	underparees	5.401124477386475
decountresent	decountresents	7.089093208312988
dallist	dallists	4.419253826141357
fongortize	fongortizes	5.307325839996338
depriast	depriasts	4.486189365386963
fitionate	fitionates	4.743442535400391
prossiate	prossiates	5.216311931610107
down-pite	down-pites	4.725742340087891
emplead	empleads	4.057065010070801
misbramble	misbrambles	5.504271984100342
undermitre	undermitres	5.222765922546387
bepange	bepanges	4.571086406707764
simbraphize	simbraphizes	6.349555015563965
supencone	supencones	5.103053092956543
couthite	couthites	4.5573625564575195
preperprocityte	preperprocitytes	8.05711841583252
enpithemize	enpithemizes	5.552802562713623
shepinate	shepinates	5.222785949707031
recrase	recrases	4.182013511657715
dispank	dispanks	4.061094760894775
unstark	unstarks	4.383984565734863
borthet	borthets	4.170740604400635
undespanch	undespanches	5.7491631507873535
maranize	maranizes	4.551702499389648
cacicitionalise	cacicitionalises	7.511575698852539
decrampay	decrampays	5.402466297149658
extrictify	extrictifies	5.607022762298584
sucurolute	sucurolutes	5.58456563949585
corestominate	corestominates	7.106858730316162
repiter-pissurize	repiter-pissurizes	8.540407180786133
soccummise	soccummises	5.8167266845703125
cubfrook	cubfrooks	4.188772678375244
stallliph	stallliphs	4.948025226593018
shochash	shochashes	5.041388988494873
disinterpaise	disinterpaises	7.259278774261475
forcortalise	forcortalises	6.176346778869629
prespackise	prespackises	5.767133712768555
fangerate	fangerates	4.919881343841553
refark	refarks	3.767681837081909
marreine	marreines	4.450634956359863
unhowse	unhowses	3.8810291290283203
repoorize	repoorizes	5.13259220123291
calleathize	calleathizes	5.706748008728027
bratilitize	bratilitizes	6.1603684425354
mispy	mispies	3.749122381210327
sconderifoge	sconderifoges	5.7370500564575195
parestarize	parestarizes	6.404944896697998
bonesh	boneshes	3.6491687297821045
sourise	sourises	4.343196392059326
expease	expeases	4.054870128631592
mispet	mispets	4.012699604034424
surchylate	surchylates	5.584732532501221
fertialise	fertialises	5.2097344398498535
præfrancize	præfrancizes	6.202874183654785
defabbogrook	defabbogrooks	5.688082218170166
uncort	uncorts	3.7957868576049805
fineroline	finerolines	5.6396098136901855
berotitise	berotitises	5.402463436126709
foaster	foasters	3.7983903884887695
forelatish	forelatishes	5.832622051239014
surticate	surticates	5.071573734283447
defacturate	defacturates	6.424614429473877
mocintify	mocintifies	5.131516456604004
unchambut	unchambuts	5.150308132171631
pedail	pedails	3.1369800567626953
polignise	polignises	4.967403888702393
matinyate	matinyates	5.0340166091918945
fatulise	fatulises	4.301912784576416
colulcate	colulcates	5.067742824554443
sumparch	sumparches	5.365134239196777
underbray	underbrays	5.0566864013671875
exelt	exelts	3.095684766769409
deaminalate	deaminalates	5.653345108032227
prepenturate	prepenturates	6.534075736999512
scorpesh	scorpeshes	4.872664451599121
slyarize	slyarizes	4.364623069763184
prevow	prevows	3.322946548461914
malegrate	malegrates	5.001896858215332
undersunch	cndersunches	8.992451667785645
molylotize	molylotizes	5.186174392700195
disastinantate	disastinantates	7.114175796508789
rebollsin	rebollsins	5.373508453369141
sinseen	sinseens	4.404107570648193
futeerate	futeerates	4.859872341156006
unfusch	unfusches	4.884823322296143
depark	deparks	3.6740143299102783
rebuffle	rebuffles	4.387217044830322
farmarize	farmarizes	4.7252960205078125
retemple	retemples	4.795889854431152
pleete	pleetes	3.7098195552825928
mispain	mispains	4.073354244232178
dispamm	dispamms	4.018985271453857
enstist	enstists	4.199235439300537
unspalp-bole	unspalp-boles	5.466030597686768
disenvarrize	disenvarrizes	6.264676570892334
upempate	upempates	4.945231914520264
disenstrick	disenstricks	5.632795333862305
uncordel	uncordels	4.499753952026367
flissense	flissenses	4.843837261199951
debame	debames	3.8448822498321533
rateranise	rateranises	6.077754497528076
envaminate	envaminates	5.591771125793457
solotionalize	solotionalizes	6.763766288757324
emback	embacks	3.704867362976074
unhretrifulate	unhretrifulates	7.41520357131958
uptitain	uptitains	4.801090240478516
uncatter	uncatters	4.074952125549316
dackscrib	dackscribs	5.437405586242676
undercrote	undercrotes	5.322319507598877
encitetre	encitetres	5.4073967933654785
plowasin	plowasins	4.6303534507751465
resansorize	resansorizes	6.378154754638672
forpromine	forpromines	5.326565742492676
forcrassify	forcrassifies	6.910696983337402
debast-till	debast-tills	5.475628852844238
pirbest	pirbests	4.127521514892578
præscotterize	præscotterizes	7.038355350494385
soptitomate	soptitomates	5.94987678527832
schac	schacs	3.1880598068237305
connify	connifies	4.584648132324219
delistream	delistreams	5.8658223152160645
