src	prediction	entropy
fancust	fancusts	4.2097249031066895
unbittre	unbittres	4.744277477264404
dissaluate	dissaluates	5.7400431632995605
destile	destiles	4.070353031158447
dowshraminize	dowshraminizes	6.343322277069092
exoriarize	exoriarizes	5.2096123695373535
retercent	retercents	5.2520575523376465
subsecten	subsectens	4.643685340881348
emelify	emelifies	4.628153324127197
shrumpe	shrumpes	4.148422718048096
sontify	sontifies	4.539641857147217
deselfier	deselfiers	5.6395416259765625
exsele-tamm	exsele-tamms	5.543185234069824
unhowe	unhowes	3.1513161659240723
rantle	rantles	3.818596839904785
posim	posims	3.132201910018921
undack	undacks	3.3930559158325195
preveed	preveeds	3.9441659450531006
bepown	bepowns	3.4628560543060303
debeed	debeeds	3.4389889240264893
underpurt	underpurts	5.222713470458984
bedisserate	bedisserates	5.927003383636475
mishacidate	mishacidates	6.0530853271484375
phorotemize	phorotemizes	5.734923839569092
rabsarritize	rabsarritizes	6.2538909912109375
retight	retights	3.910961866378784
doppotionace	doppotionaces	6.001478672027588
decese	deceses	3.8291399478912354
unfocke	unfockes	3.6950743198394775
uncumble	uncumbles	4.204682350158691
spureed	spureeds	4.028635501861572
sauberbamilate	sauberbamilates	7.53788423538208
coldimilate	coldimilates	6.445481777191162
beshyphitinate	beshyphitinates	6.909332275390625
recordialise	recordialises	6.939730167388916
rephire	rephires	4.630350589752197
supore	supores	3.449561357498169
unrectear	unrectears	5.519108772277832
defortinision	defortinisions	6.7100090980529785
unbathify	unbathifies	5.377021789550781
decommeste	decommestes	5.429465293884277
forepat	forepats	4.522003173828125
casherate	casherates	4.972549915313721
fidilate	fidilates	3.933866024017334
frowroot	frowroots	4.4170403480529785
forhon	forhons	3.529557704925537
sarthort	sarthorts	4.309548854827881
phytomorg	phytomorgs	4.679531574249268
coothote	coothotes	4.281275749206543
mustrain	mustrains	4.756157398223877
deplact	deplacts	4.299857139587402
beceach	beceaches	4.295475006103516
shamitring	shamitrings	5.36829137802124
reflow-coate	reflow-coates	6.091073036193848
soud-chimeten	soud-chimetens	6.393747806549072
brimshrope	brimshropes	5.345262050628662
recrib	recribs	3.5443084239959717
recacce	recacces	4.044497966766357
deaught	deaughts	4.478026390075684
flyiletallate	flyiletallates	6.738698959350586
partrustise	partrustises	5.911634922027588
previstrop	previstrops	5.581977367401123
premethast	premethasts	5.720161437988281
recanch	recanches	4.413752555847168
chrecrify	chrecrifies	5.613291263580322
reflant	reflants	3.7247707843780518
defurder	defurders	4.65273380279541
recopiate	recopiates	5.613248348236084
falork	falorks	3.5903759002685547
disaparrigize	disaparrigizes	7.193838119506836
cropenize	cropenizes	4.864496231079102
præmol	præmols	3.4572761058807373
scardendize	scardendizes	5.800625324249268
decarrorate	decarrorates	5.747730255126953
rebed	rebeds	3.3476693630218506
roosperse	roosperses	4.644179821014404
prepeerense	prepeerenses	6.5695695877075195
doubsise	doubsises	4.293900012969971
scimb	scimbs	3.0702407360076904
shotpel	shotpels	3.814851999282837
recipter	recipters	4.519279479980469
ropeld	ropelds	3.6552512645721436
cousken	couskens	3.9529037475585938
poseserize	poseserizes	6.102428913116455
reforspale	reforspales	5.614526748657227
ectuber	ectubers	4.283125400543213
emporop	emporops	4.0184407234191895
beandelish	beandelishes	5.784942150115967
elempure	elempures	4.906667709350586
creadock	creadocks	4.507265090942383
unseng	unsengs	4.325498104095459
dissist	dissists	4.023179054260254
uncarneseate	uncarneseates	7.1007161140441895
freasplack	freasplacks	5.604040145874023
supsick	supsicks	4.033733367919922
cooledecect	cooledecects	5.979016304016113
essumilize	essumilizes	5.284628391265869
propaise	propaises	4.917831897735596
fanalise	fanalises	4.604664325714111
enchinate	enchinates	5.267270088195801
dishrichesish	dishrichesishes	6.995413303375244
mangenise	mangenises	4.838747501373291
retrott-disangurate	retrott-disangurates	9.272541046142578
reprevisify	reprevisifies	6.062798976898193
strastify	strastifies	5.461936950683594
stabalecise	stabalecises	6.031894683837891
frawe-hurch	frawe-hurches	6.514371871948242
misprass	misprasses	5.186802864074707
chalowogrutherise	chalowogrutherises	8.768244743347168
retlow	retlows	3.7640178203582764
restasionate	restasionates	6.450567722320557
perterplatise	perterplatises	7.004368782043457
retench	retenches	4.943833827972412
delify	delifies	4.0898613929748535
descrack	descracks	4.7558722496032715
medeletate	medeletates	5.734439849853516
enback	enbacks	3.736316680908203
recester	recesters	4.679314136505127
combrock	combrocks	4.365357398986816
reforsphone	reforsphones	5.662299156188965
enchasce	enchasces	4.790587425231934
precate	precates	4.426816463470459
stribinate	stribinates	5.587690830230713
repimse	repimses	4.474664211273193
cransify	cransifies	5.097429275512695
compunterimate	compunterimates	7.212543964385986
poosced	poosceds	3.784379482269287
repolytize	repolytizes	5.505240440368652
prucananize	prucananizes	5.744777679443359
mastitize	mastitizes	5.3942766189575195
phowed	phoweds	3.6280343532562256
perminogarize	perminogarizes	6.95667028427124
underdowet	underdowets	5.49255895614624
shirch	shirches	4.2486467361450195
disterpel	disterpels	4.949508190155029
shimb	shimbs	3.4067142009735107
emearize	emearizes	4.424835681915283
parenecreate	parenecreates	6.708465099334717
misbecload	misbecloads	5.486231327056885
perplettinate	perplettinates	7.437988758087158
saurlusise	saurlusises	5.789707183837891
froak	froaks	3.1967670917510986
redisar	redisars	4.454514026641846
missingriate	missingriates	6.642038345336914
disfirrame	disfirrames	5.688699722290039
missirialize	missirializes	6.551621437072754
breaphostare	breaphostares	5.940197944641113
endersent	endersents	5.243183612823486
side-sectule	side-sectules	6.181060791015625
domalogate	domalogates	5.3272199630737305
decram	decrams	3.6649272441864014
burdeer	burdeers	4.309462070465088
decummunise	decummunises	6.138142108917236
papperize	papperizes	5.101799964904785
forsim	forsims	3.683598756790161
reviate	reviates	4.20438289642334
beconsorm	beconsorms	4.635170936584473
decruate	decruates	4.692995548248291
discalve	discalves	4.3720622062683105
underwet	underwets	4.552468776702881
diacaise	diacaises	4.46073055267334
pertone	pertones	4.068077087402344
enfusk	enfusks	3.6108829975128174
repringer	repringers	5.117292404174805
defamenize	defamenizes	5.493089199066162
slackstilt	slackstilts	5.5094475746154785
elunelist	elunelists	5.016208648681641
pethole-reave	pethole-reaves	6.7757978439331055
refook	refooks	3.219027519226074
frondize	frondizes	4.574902534484863
maliscoper	maliscopers	5.593424320220947
pastem	pastems	3.751333713531494
depricate	depricates	5.1563615798950195
misstalk	misstalks	4.586819648742676
cappaly	cappalies	4.852011680603027
undinder	undinders	4.477509021759033
foreclappering	foreclapperings	6.661487102508545
divolize	divolizes	4.682332992553711
recurre-hut	recurre-huts	5.759311676025391
disslimotestish	disslimotestishes	8.55164623260498
reconveen	reconveens	5.2286481857299805
unratt	unratts	3.4875354766845703
prefate	prefates	4.15051794052124
untertorise	untertorises	6.663549900054932
debrasp	debrasps	4.353104591369629
sicerate	sicerates	4.761010646820068
becist	becists	3.320904493331909
dialigate	dialigates	5.546055316925049
clownert	clownerts	4.277705192565918
undrase	undrases	4.026047229766846
dissconter	dissconters	5.086976528167725
underparee	underparees	5.343674182891846
decountresent	decountresents	6.875760555267334
dallist	dallists	4.191828727722168
fongortize	fongortizes	5.655899524688721
depriast	depriasts	4.995774745941162
fitionate	fitionates	4.931953430175781
prossiate	prossiates	5.183920383453369
down-pite	down-pites	4.4471564292907715
emplead	empleads	4.023261070251465
misbramble	misbrambles	5.7953596115112305
undermitre	undermitres	5.596559047698975
bepange	bepanges	4.063002586364746
simbraphize	simbraphizes	5.97670841217041
supencone	supencones	4.416152477264404
couthite	couthites	4.770959377288818
preperprocityte	preperprocitytes	7.546231746673584
enpithemize	enpithemizes	5.7713093757629395
shepinate	shepinates	5.291045665740967
recrase	recrases	4.50974178314209
dispank	dispanks	4.308817386627197
unstark	unstarks	3.951220989227295
borthet	borthets	4.303486347198486
undespanch	undespanches	6.196261405944824
maranize	maranizes	4.873771667480469
cacicitionalise	cacicitionalises	8.161211967468262
decrampay	decrampays	5.149014949798584
extrictify	extrictifies	5.409013748168945
sucurolute	sucurolutes	5.630109786987305
corestominate	corestominates	7.411356449127197
repiter-pissurize	repiter-pissurizes	8.700748443603516
soccummise	soccummises	5.508311748504639
cubfrook	cubfrooks	4.437869548797607
stallliph	stallliphs	4.926367282867432
shochash	shochashes	4.756715297698975
disinterpaise	disinterpaises	6.646922588348389
forcortalise	forcortalises	6.57305383682251
prespackise	prespackises	5.74991512298584
fangerate	fangerates	4.906776428222656
refark	refarks	3.9234001636505127
marreine	marreines	4.524184703826904
unhowse	unhowses	4.0845537185668945
repoorize	repoorizes	5.501492500305176
calleathize	calleathizes	5.829045295715332
bratilitize	bratilitizes	5.700514793395996
mispy	mispys	4.6973395347595215
sconderifoge	sconderifoges	6.013155460357666
parestarize	parestarizes	6.269772529602051
bonesh	boneshes	4.41919469833374
sourise	sourises	4.569580554962158
expease	expeases	4.216211795806885
mispet	mispets	3.9833407402038574
surchylate	surchylates	5.640406608581543
fertialise	fertialises	5.425264835357666
præfrancize	præfrancizes	5.842317581176758
defabbogrook	defabbogrooks	6.513940334320068
uncort	uncorts	3.8114969730377197
fineroline	finerolines	5.408092975616455
berotitise	berotitises	5.608401775360107
foaster	foasters	4.137762546539307
forelatish	forelatishes	6.229264736175537
surticate	surticates	5.043646335601807
defacturate	defacturates	6.064128398895264
mocintify	mocintifies	5.403749942779541
unchambut	unchambuts	5.096918106079102
pedail	pedails	3.728853225708008
polignise	polignises	4.948101997375488
matinyate	matinyates	4.935014724731445
fatulise	fatulises	5.167913436889648
colulcate	colulcates	5.101762771606445
sumparch	sumparches	4.751460552215576
underbray	underbrays	4.810047149658203
exelt	exelts	3.6543657779693604
deaminalate	deaminalates	6.606779098510742
prepenturate	prepenturates	6.34710168838501
scorpesh	scorpeshes	4.945956230163574
slyarize	slyarizes	4.3848724365234375
prevow	prevows	3.725367546081543
malegrate	malegrates	4.94252872467041
undersunch	undersunches	6.094131946563721
molylotize	molylotizes	5.607637882232666
disastinantate	disastinantates	7.701658725738525
rebollsin	rebollsins	4.693450450897217
sinseen	sinseens	4.418994426727295
futeerate	futeerates	5.521014213562012
unfusch	unfusches	4.502289772033691
depark	deparks	3.5219473838806152
rebuffle	rebuffles	4.573238372802734
farmarize	farmarizes	5.285310745239258
retemple	retemples	4.531396389007568
pleete	pleetes	3.960157871246338
mispain	mispains	4.107555389404297
dispamm	dispamms	4.039249420166016
enstist	enstists	3.8991293907165527
unspalp-bole	unspalp-boles	6.301421165466309
disenvarrize	disenvarrizes	6.602997779846191
upempate	upempates	4.627610206604004
disenstrick	disenstricks	5.475801467895508
uncordel	uncordels	4.548988342285156
flissense	flissenses	5.107770919799805
debame	debames	3.6736857891082764
rateranise	rateranises	5.6763200759887695
envaminate	envaminates	6.042276382446289
solotionalize	solotionalizes	6.984755992889404
emback	embacks	3.1062369346618652
unhretrifulate	unhretrifulates	7.345631122589111
uptitain	uptitains	4.209559440612793
uncatter	uncatters	4.792970180511475
dackscrib	dackscribs	4.903575420379639
undercrote	undercrotes	5.6488518714904785
encitetre	encitetres	5.044811725616455
plowasin	plowasins	4.617332458496094
resansorize	resansorizes	5.488970756530762
forpromine	forpromines	5.608631134033203
forcrassify	forcrassifies	6.640150547027588
debast-till	debast-tills	6.180746555328369
pirbest	pirbests	3.8176186084747314
præscotterize	præscotterizes	6.716040134429932
soptitomate	soptitomates	5.799476623535156
schac	schacs	3.4310860633850098
connify	connifies	4.63608455657959
delistream	delistreams	5.540797233581543
