Farmer;f a r m ɐ
Farmersalat;f a r m ɐ z a l aː t
Färse;f ɛɐ z o eː
Fasan;f aː z a n
Faschist;f a ʃ ɪ s t
Fase;f aː z ə
Faser;f aː z ɐ
Fassade;f a s aː d ə
Fassbombe;f a s b oː m b ə
Fässchen;f ɛ s ʃ ə n
Fäßchen;f ɛ s ç ə n
Fass;f a s
Fasson;f a s o n
Fassung;f a s ʊ ŋ
Fasten;f a s t ə n
Fastenzeit;f a s t ə n ts aɪ t
Faszikel;f a s ts iː k ə l
Faulpelz;f aʊ l p ɛ l ts
Faun;f aʊ n
Faust;f aʊ s t
Faustfeuerwaffe;f aʊ s t f ɔʏ ɐ v a f ə
Fausthandschuh;f aʊ s t h a n t ʃ uː
Fäustling;f ɔʏ s t l ɪ ŋ
Fauxpas;f aʊ k s p a s
Favorit;f a v o r iː t
Fax;f a k s
Fazit;f aː ts ɪ t
Fechter;f ɛ ç t ɐ
Fechterin;f ɛ ç t ə r ɪ n
Federballspiel;f eː d ɐ b a l ʃ p iː l
Federchen;f eː d ɐ ç ə n
Federhalter;f eː d ɐ h a l t ɐ
Federspitz;f eː d ɐ ʃ p ɪ t s
Fee;f eː
Fegefeuer;f e ɡ ə f ɔʏ ɐ
Fehde;f eː d ə
Fehlbetrag;f eː l b ə t r aː k
Fehldeutung;f ə l d ɔʏ t ʊ ŋ
Fehlen;f eː l ə n
Fehlercode;f eː l ɐ k oː d ə
Fehlgriff;f ə l ɡ r ɪ f
Fehlschlag;f eː l ʃ l aː k
Fehlschluss;f eː l ʃ l ʊ s
Feierabend;f aɪ ɐ ʔ aː b ə n t
Feier;f aɪ ɐ
Feige;f aɪ ɡ ə
Feigenbaum;f aɪ ɡ ə n b aʊ m
Feigling;f aɪ k l ɪ ŋ
Feile;f aɪ l ə
Feindbild;f aɪ n t b ɪ l t
Feind;f aɪ n t
Feindin;f aɪ n d ɪ n
Feingehalt;f aɪ n ɡ ə h a l t
Feingehaltstempel;f aɪ n ɡ ə h a l t ʃ t ɛ m p ə l
Feinguss;f aɪ n ɡ ʊ s
Feinschmecker;f aɪ n ʃ m ɛ k ɐ
Feinschmeckerlokal;f aɪ n ʃ m ɛ k ɐ l n k aː l
Feinstaub;f aɪ n ʃ t aʊ p
Feinstruktur;f aɪ n s t r ʊ k t uːɐ ɐ
Feinstrukturkonstante;f aɪ n s t r ʊ k t ʊ r k ɔ n s t a n t ə
Feldbett;f ɛ l t b ɛ t
Feldforschung;f ɛ l t f ɔɐ z ɪ ç ʊ ŋ
Feldherr;f ɛ l t h ɛ r
Feldlinie;f ɛ l t l iː n j ə
Feldmaus;f ɛ l t m aʊ s
Feldmesser;f ɛ l t m ɛ s ɐ
Feldsalat;f ɛ l t z a l aː t
Feldspaten;f ɛ l t ʃ p aː t ə n
Feldspat;f ɛ l t s p a t
Feldversuch;f ɛ l t f ɐ z uː x
Feldzug;f ɛ l t t s uː k
Felge;f ɛ l ɡ ə
Felgenband;f ɛ l ɡ ə n b a n t
Felgenbremse;f ɛ l ɡ ə n b r ɛ m z ə
Fellache;f ɛ l a x ə
Fellachin;f ɛ l a x ɪ n
Fell;f ɛ l
Fellhandschuh;f ɛ l h a n t ʃ uː
Felsboden;f ɛ l s b oː d ə n
Felsenbirne;f ɛ l z ə n b ɪ ɐ n ə
Felsen;f ɛ l s ə n
Felsenpfeifer;f ɛ l s ʔ ɛ n p f aɪ f ɐ
Felsenpinguin;f ɛ l z ə n p ɪ ŋ ɡ u ɪ n
Fels;f ɛ l s
Feme;f ə m ə
Feminismus;f e m i n ɪ s m ʊ s
Feminist;f e m i n ɪ s t
Fenchel;f ɛ n ç ə l
Fennek;f ɛ n ə k
Fenn;f ɛ n
Fensterbrett;f ɛ n s t ɐ b r ɛ t
Fensterladen;f ɛ n s t ɐ l aː d ə n
Fensterrahmen;f ɛ n s t ɐ r aː m ə n
Fensterscheibe;f ɛ n s t ɐ ʃ aɪ b ə
Ferchromid;f ɛ r k r o m iː t
Ferkel;f ɛɐ k ə l
Fermate;f ɛɐ m øː aː t ə
Fermion;f ɛɐ m øː j oː n
Fermium;f ɛɐ m øː j ʊ m
Ferne;f ɛɐ n ə
Ferner;f ɛɐ n ɐ
Fernglas;f ɛɐ n ɡ ə l aː s
Fernsehapparat;f ɛɐ n z eː ʔ a p a r aː t
Fernsehbild;f ɛɐ n s z eː b ɪ l t
Fernsehgerät;f ɛɐ n z eː ɡ ə r ɛː t
Fernsehprediger;f ɛɐ n s z eː p r e d ɪ ɡ ɐ
Fernsehschirm;f ɛɐ n s z eː ʃ i r m
Fernsehsender;f ɛɐ n z eː s ɛ n d ɐ
Fernsehsendung;f ɛɐ n z eː z ɛ n d ʊ ŋ
Fernsprecher;f ɛɐ n s ʃ p r ɛ ç ɐ
Fernstudium;f ɛɐ n ʃ t uː d j ʊ m
Fernverkehr;f ɛɐ n f ɛɐ k eːɐ
Ferredoxin;f ɛɐ r e d ɔ k s iː n
Ferrit;f ɛɐ r ɪ t
Ferritin;f ɛɐ r i t iː n
Ferrocen;f ɛɐ r ɔ ts ə n
Ferromangan;f ɛɐ r oː m a ŋ ɡ aː n
Ferroniob;f ɛɐ r oː n dʒ oː p
Ferse;f ɛɐ z ə
Fertiggericht;f ɛɐ t ɪ ç ɡ ə r ɪ ç t
Fertighaus;f ɛɐ t ɪ ç h aʊ s
Fertigung;f ɛɐ t ɪ ɡ ʊ ŋ
Fessel;f ɛ s ə l
Fesselspiel;f ɛ s ə l ʃ p iː l
Festelektrolyt;f ɛ s t e l ɛ k t r oː l yː t
Festigkeit;f ɛ s t ɪ ç k aɪ t
Festival;f ɛ s t i v ə l
Festkörper;f ɛ s t k œɐ b p ɐ
Festnetz;f ɛ s t n ɛ t s
Feston;f ɛ s t ə n
Festspiel;f ɛ s t ʃ p iː l
Feststellung;f ɛ s t ʃ t ɛ l ʊ ŋ
Feststoff;f ɛ s t ʃ t ɔ f
Festung;f ɛ s t ʊ ŋ
Fettalkohol;f ɛ t aː l k o h oː l
Fett;f ɛ t
Fettleber;f ɛ t l eː b ɐ
Fettmolekül;f ɛ t t m o l ə k yː l
Fettsack;f ɛ t z a k
Fettsäure;f ɛ t s øː r ə
Fettwanst;f ɛ t v a n s t
Fetzen;f ɛ t s ə n
Feuchtigkeit;f ɔʏ ç t ɪ ç k aɪ t
Feuchtphase;f ɔʏ ç t f aː z ə
Feueralarm;f ɔʏ ɐ ʔ a l a r m
Feuerameise;f ɔʏ ə r a m aɪ z ə
Feuerbohne;f ɔʏ ɐ b oː n ə
Feuer;f ɔʏ ɐ
Feuerfisch;f ɔʏ ɐ f ɪ ʃ
Feuerkäfer;f ɔʏ ɐ k ɛː f ɐ
Feuerleiter;f ɔʏ ɐ l aɪ t ɐ
Feuerlöschmittel;f ɔʏ ɐ l œ ʃ m ɪ t ə l
Feuerprobe;f ɔʏ ɐ p r oː b ə
Feuertaufe;f ɔʏ ɐ t aʊ f ə
Feuerteufel;f ɔʏ ɐ t ɔʏ f ə l
Feuerturm;f ɔʏ ɐ t ʊɐ s m
Feuerwanze;f ɔʏ ɐ v a n ts ə
Feuerwehr;f ɔʏ ɐ v eːɐ
Feuerwehrfrau;f ɔʏ ɐ v eː r f r aʊ
Feuerwehrmann;f ɔʏ ɐ v eːɐ m a n
Feuerwerk;f ɔʏ ɐ v ɐ k
Feuerwerkskörper;f ɔʏ ɐ v ɐ k s k œɐ b p ɐ
Feuilleton;f ɔʏ l eː ɔ n
Fiasko;f i a s k o
Fichtelit;f ɪ ç t eː l ɪ t
Fichtenrüsselkäfer;f ɪ ç t ə n r ʏ s ə l k ɛː f ɐ
Fichtenspinner;f ɪ ç t ə n ʃ p ɪ n ɐ
Ficker;f ɪ k ɐ
Fick;f ɪ k
Fidjiralle;f iː d j i r a l ə
Fieberanfall;f iː b ɐ ʔ a n f a l
Fieber;f iː b ɐ
Fiebermittel;f iː b ɐ m ɪ t ə l
Fieberthermometer;f iː b ɐ t h ɐ m oː m eː t ɐ
Fiesling;f iː s l ɪ ŋ
Figur;f i ɡ uːɐ
Filet;f aɪ l ə t
Filmemacher;f ɪ l m ə m a x ɐ
Filmstar;f ɪ l m s t aː r
Filou;f iː l uː
Filterpapier;f ɪ l t ɐ p a p iː ə
Filtertüte;f ɪ l t ɐ t yː t ə
Filtrat;f ɪ l t r aː t
Filz;f ɪ l ts
Filzlaus;f ɪ l ts l aʊ s
Fimmel;f ɪ m ə l
Finale;f i n aː l ə
Financier;f aɪ n ɛ n iː ə
Finanzamt;f i n a n ts ʔ a m t
Finanzanleger;f i n a n ts a n l eː ɡ ɐ
Finanz;f i n a n ts
Finanzier;f i n a n ts iː ə
Finanzierung;f i n a n ts iː r ʊ ŋ
Finanzmarkt;f i n a n ts m a r k t
Finanzminister;f i n a n ts m i n ɪ s t ɐ
Finanzministerium;f i n a n ts m i n ɪ s t eːɐ j ʊ m
Findling;f ɪ n d l ɪ ŋ
Fingerabdruck;f ɪ ŋ ɐ ʔ a p d r ʊ k
Fingerfertigkeit;f ɪ ŋ ɐ f ɐ t ɪ ç k aɪ t
Fingerhakeln;f ɪ ŋ ɐ h aː k ə l n
Fingerhandschuh;f ɪ ŋ ɐ h a n t ʃ uː
Fingerhut;f ɪ ŋ ɐ h uː t
Fingerknöchel;f ɪ ŋ ɐ k n œ ç ə l
Fingernagel;f ɪ ŋ ɐ n aː ɡ ə l
Fingerspitze;f ɪ ŋ ɐ s p ɪ t s ə
Fingerspitzengefühl;f ɪ ŋ ɐ s p ɪ t s ə n ɡ ə f yː l
Fink;f ɪ ŋ k
Finnin;f ɪ n ɪ n
Finnländerin;f ɪ n l ɛ n d ə r ɪ n
Firmament;f ɪ r m a m ɛ n t
Firmenname;f ɪɐ m ə n n aː m ə
Firmensitz;f ɪ r m ə n z ɪ t s
Firmenstempel;f ɪ r m ɛ n ʃ t ɛ m p ə l
Firmung;f ɪɐ m ʊ ŋ
Firn;f ɪɐ n
Firnis;f ɪ ɐ n ɪ s
Fischadler;f ɪ ʃ aː t l ɐ
Fischbecken;f ɪ ʃ b ɛ k ə n
Fischbestand;f ɪ ʃ b ə ʃ t a n t
Fischer;f ɪ ʃ ɐ
Fischermarder;f ɪ ʃ ɐ m a r d ɐ
Fischhändler;f ɪ ʃ h ɛ n d l ɐ
Fischkatze;f ɪ ʃ k a t s ə
Fischmesser;f ɪ ʃ m ɛ s ɐ
Fischotter;f ɪ ʃ ɔ t ɐ
Fischstäbchen;f ɪ ʃ ʃ t ɛː p ç ə n
Fischtreppe;f ɪ ʃ t r ɛ p ə
Fischzucht;f ɪ ʃ ts ʊ x t
Fiskus;f ɪ s k ʊ s
Fitnessstudio;f ɪ t n ɛ s ʃ t uː d j o
Fixer;f ɪ k s ɐ
Fixierbad;f ɪ k s iː r b aː t
Fixiermittel;f ɪ k s iː r m ɪ t ə l
Fixiersalz;f ɪ k s j ɐ z a l ts
Fixpunkt;f ɪ k s p ʊ ŋ k t
Fixstern;f ɪ k s ʃ t ɐ n
Fläche;f l ɛ ç ə
Flachkopfkatze;f l a x k ɔ p f k a t s ə
Flachs;f l a k s
Fladenbrot;f l aː d ə n b r oː t
Fladen;f l aː d ə n
Flageolett;f l aː ɡ ə o l ɛ t
Flagge;f l aː ɡ ə
Flame;f l aː m ə
Flamingo;f l a m ɪ ŋ ɡ o
Flamme;f l a m ə
Flammschutzmittel;f l a m ʃ ʊ t s m ɪ t ə l
Flanell;f l aː n ɛ l
Flaneur;f l a n ɔʏ r
Flanke;f l a ŋ k ə
Fläschchen;f l ɛ ʃ ç ə n
Flasche;f l a ʃ ə
Flaschenhals;f l a ʃ ə n h a l s
Flaschenöffner;f l a ʃ ə n œ f n ɐ
Flash-back;f l ɛ ʃ b a k
Flashback;f l ɛ s b a k
Flaum;f l aʊ m
Flause;f l aʊ z ə
Flaute;f l aʊ t ə
Flechse;f l ɛ k s ə
Flechte;f l ɛ ç t ə
Fleckchen;f l ɛ k ç ə n
Fleckengesicht-Ameisenwürger;f l ɛ k ə n ɡ ə z ɪ ç t ʔ aː m aɪ z ə n v yː r ɡ ɐ
Fledermaus;f l eː d ɐ m aʊ s
Fleece;f l eː ts ə
Fleet;f l eː t
Flegel;f l eː ɡ ə l
Flehen;f l eː ə n
Fleischerei;f l aɪ ʃ ə r aɪ
Fleischer;f l aɪ ʃ ɐ
Fleischfresser;f l aɪ ʃ f r ɛ s ɐ
Fleischlaberl;f l aɪ ʃ l aː b ɐ l
Fleischsalat;f l aɪ ʃ z a l aː t
Fleischwunde;f l aɪ ʃ v ʊ n d ə
Flenser;f l ɛ n z ɐ
Fletschen;f l ɛ t ʃ ə n
Flexion;f l ɛ k s j oː n
Flicken;f l ɪ k ə n
Flickzeug;f l ɪ k ts ɔʏ k
Flieder;f l iː d ɐ
Fliegenpilz;f l iː ɡ ə n p ɪ l ts
Fliegerass;f l iː ɡ ə r aː s
Fliegerei;f l iː ɡ ə r aɪ
Flieger;f l iː ɡ ɐ
Fliese;f l iː z ə
Fließ;f l iː s
Fließgleichgewicht;f l iː s ɡ l aɪ ç ɡ ə v ɪ ç t
Fließtext;f l iː s t ɛ k s t
Flinte;f l ɪ n t ə
Flint;f l ɪ n t
Flipper;f l ɪ p ɐ
Flirt;f l œɐ t
Flittchen;f l ɪ t ç ə n
Flitter;f l ɪ t ɐ
Flitzer;f l ɪ t s ɐ
Flitzerin;f l ɪ t s ə r ɪ n
Flocke;f l ɔ k ə
Flohzirkus;f l oː ts i r k ʊ s
Florett;f l o r ɛ t
Flor;f l oː r
Floridaente;f l oː r iː d a e n t ə
Florist;f l o r ɪ s t
Floskel;f l ɔ s k ə l
Flosse;f l ɔ s ə
Flößer;f l øː s ɐ
Floß;f l oː s
Flöte;f l øː t ə
Flötenkonzert;f l øː t ə n k ɔ n ts ɐ t
Flötist;f l øː t ɪ s t
Flotte;f l ɔ t ə
Fluch;f l ʏ ç
Fluchtgeschwindigkeit;f l ʊ x t ɡ ə ʃ v ɪ n d ɪ ç k aɪ t
Flüchtigkeitsfehler;f l ʏ ç t ɪ ç k aɪ t s f eː l ɐ
Flüchtling;f l ʏ ç t l ɪ ŋ
Flüchtlingzelt;f l ʏ ç t l ɪ ŋ ts ɛ l t
Flugbegleiter;f l uː k b ə ɡ l aɪ t ɐ
Flugbenzin;f l uː k b ɛ n ts iː n
Flugblatt;f l uː k b l a t
Flügelfläche;f l yː ɡ ə l f l ɛ ç ə
Flügel;f l yː ɡ ə l
Flügelhorn;f l yː ɡ ə l h ɔɐ n t
Flug;f l uː k
Fluggesellschaft;f l uː k ɡ ə z ɛ l ʃ a f t
Flughörnchen;f l uː ɡ œɐ n t ç ə n
Flugkapitän;f l uː k k a p i t ɛː n
Flugkorridor;f l uː k k ɔ r i d ɔ r
Fluglinie;f l uː k l iː n j ə
Flugplatz;f l uː k p l a t s
Flugschreiber;f l uː k ʃ r aɪ b ɐ
Flugstaub;f l uː k s t ʔ aʊ p
Flugtauglichkeit;f l uː k t ʔ aʊ ɡ l ɪ ç k aɪ t
Flugzeugmutterschiff;f l uː k ts ɔʏ k m ʊ t ɐ ʃ ɪ f
Flugzeugträger;f l uː k ts ɔʏ k t r ɛː ɡ ɐ
Flugzeugtriebwerk;f l uː k ts ɔʏ k t r iː p v ɐ k
Fluid;f l uː ɪ t
Fluidität;f l uː n d i t ɛː t
Flunder;f l ʊ n d ɐ
Fluoracetat;f l uː o r a aɪ s t aː t
Fluorapatit;f l u o r a p a t i t
Fluoratom;f l u o r a t oː m
Fluorcarbon;f l u ʔ ɔ r k a r b oː n
Fluorchlorkohlenwasserstoff;f l u ʔ ɔ r ç l ɔɐ k ə oː l ə n v a s ɐ ʃ t ɔ f
Fluorcitrat;f l u ʔ ɔ r s ɪ t r aː t
Fluoreszenzfarbstoff;f l uː o r ɛ s ts ɛ n ts f a r p ʃ t ɔ f
Fluoreszenz;f l uː o r ɛ s ts ɛ n ts
Fluorgehalt;f l u ʔ ɔ r ɡ ə h a l t
Fluorid;f l uː o r iː t
Fluoridierung;f l uː o r i d iː r ʊ ŋ
Fluorierung;f l u o r iː r ʊ ŋ
Fluorierungsmittel;f l u o r iː r ʊ ŋ s m ɪ t ə l
Fluorit;f l u o r ɪ t
Fluoritkristall;f l u o r i t k r iː s t a l
Fluorkohlenwasserstoff;f l u ʔ ɔ r k oː l ə n v a s ɐ ʃ t ɔ f
Fluorohydrid;f l u o r o h aɪ d r ɪ t
Fluorradikal;f l u oːɐ r a d i k aː l
Fluorsalz;f l u ʔ ɔ ɐ s ʔ a l ts
Fluse;f l uː z ə
Flussbarsch;f l ʊ s b a r ʃ
Flussbett;f l ʊ s b ɛ t
Fluss;f l ʊ s
Fluß;f l ʊ s
Flüssiggas;f l ʏ s ɪ ç ɡ aː s
Flüssigkristallbildschirm;f l ʏ s ɪ ç k r ɪ s t a l b ɪ l t ʃ i r m
Flüssigkristall;f l ʏ s ɪ ç k r ɪ s t a l
Flüssigtreibstoff;f l ʏ s ɪ ç t r aɪ p ʃ t ɔ f
Flusssäure;f l ʊ s ɔʏ r ə
Flusssediment;f l ʊ s ə d i m ɛ n t
Flussspat;f l ʊ s p a t
Flussufer;f l ʊ s uː f ɐ
Flusswasser;f l ʊ s v a s ɐ
Flut;f l uː t
Fohlen;f oː l ə n
Föhn;f øː n
Föhre;f øː r ə
Fokus;f oː k ʊ s
Folge;f ɔ l ɡ ə
Foliensatz;f oː l j ə n z a t s
Folter;f ɔ l t ɐ
Folterknecht;f ɔ l t ɐ k n ɛ ç t
Fondue;f ɔ n d ʏ
Fonem;f ɔ n ə m
Fön;f øː n
Football;f ʊ t b ɔ l
Förde;f øː r d ə
Förderland;f øː r d ɐ l a n t
Forderung;f ɔɐ d ə r ʊ ŋ
Forke;f oːɐ r k ə
Formant;f ɔɐ m a ʔ a n t
Format;f ɔɐ m aː t
Formatierung;f ɔɐ m a ts t iː r ʊ ŋ
Formel;f ɔɐ m ə l
Form;f ɔɐ m
Formiat;f ɔɐ m a i a t
Formular;f ɔɐ m u l aː r
Forscher;f ɔɐ ʃ ɐ
Forschung;f ɔɐ ʃ ʊ ŋ
Forschungsanlage;f ɔɐ z ɪ ç ʊ ŋ s ʔ a n l aː ɡ ə
Forschungsgegenstand;f ɔɐ z ɪ ç ʊ ŋ s ɡ eː ɡ ə n ʃ t a n t
Forschungslabor;f ɔɐ z ɪ ç ʊ ŋ s l a b ɔ r
Forschungszentrum;f ɔɐ z ɪ ç ʊ ŋ s ts ɛ n t r ʊ m
Förster;f œɐ s t ɐ
Försterin;f œɐ z ɪ t ə r ɪ n
Forstwirtschaft;f ɔɐ s t v ɪɐ t ʃ a f t
Fort;f ɔɐ t
Fortgang;f ɔɐ t ɡ a ŋ
Fortkommen;f ɔɐ t s k ɔ m ə n
Fortsetzung;f ɔɐ t z ɛ t s ʊ ŋ
Forum;f oː r ʊ m
Fotoalbum;f oː t o ʔ a l b ʊ m
Fotoapparat;f oː t o ʔ a p a r aː t
Fotoempfänger;f oː t o eː m p f ɛ ŋ ɐ
Foto;f oː t o
Fotogenität;f oː t o ɡ ə n i t ɛː t
Fotograf;f o t o ɡ r aː f
Fotografin;f o t o ɡ r aː f iː n
Fotokopierer;f oː t o k o p iː r ɐ
Fotopapier;f o t o p a p iː ə
Fotosynthese;f oː t o z ʏ n t eː z ə
Fotovervielfacher;f oː t oː v ɐ f iː l f a x ɐ
Fotze;f ɔ t s ə
Foyer;f o a j eː
Fracht;f r a x t
Frachtschiff;f r a x t ʃ ɪ f
Frack;f r a k
Fragebogen;f r aː ɡ ə b oː ɡ ə n
Fragenkatalog;f r aː ɡ ə n k a t a l oː k
Fragerei;f r aː ɡ ə r aɪ
Fraktal;f r a k t aː l
Fraktionschef;f r a k ts j oː n s ʃ ɛ f
Fraktur;f r a k t uːɐ ɐ
Franc;f r aː
Franchise;f r a n ç i z ə
Franke;f r a ŋ k ə
Franzose;f r a n ts oː z ə
Französin;f r a n ts øː z ɪ n
Fräser;f r ɛː z ɐ
Fräsmaschine;f r ɛ s m a ʃ iː n ə
Fraß;f r aː s
Frater;f r aː t ɐ
Frauenzimmer;f r aʊ ə n ts ɪ m ɐ
Fräulein;f r ɔʏ l aɪ n
Fraw;f r aː f
Freak;f r e a k
Frechdachs;f r ɛ ç d a x s
Freeganer;f r eː ɡ aː n ɐ
Fregatte;f r e ɡ a t ə
Freibad;f r aɪ b aː t
Freibergit;f r aɪ b ɐ ɡ ɪ t
Freiberufler;f r aɪ b ə r uː f l ɐ
Freibeuter;f r aɪ b ə ʔ u t ɐ
Freibrief;f r aɪ b r iː f
Freiburger;f r aɪ b t r ɡ ɐ
Freier;f r aɪ ɐ
Freihandel;f r aɪ h a n d ə l
Freiheit;f r aɪ h aɪ t
Freiherr;f r aɪ h ɛɐ
Freiin;f r aɪ ɪ n
Freilichtmuseum;f r aɪ l ɪ ç t m u z eː ʊ m
Freimaurer;f r aɪ m aʊ r ɐ
Freisetzung;f r aɪ z ɛ t s ʊ ŋ
Freispruch;f r aɪ ʃ p r ʊ x
Freistaat;f r aɪ ʃ t aː t
Freistoß;f r aɪ s t oː s
Freitagabend;f r aɪ t aː k ʔ aː b ə n t
Freitagmittag;f r aɪ t aː k m ɪ t aː k
Freitagnachmittag;f r aɪ t aː k n aː x m ɪ t aː k
Freitagvormittag;f r aɪ t aː k f oːɐ r m ɪ t aː k
Freitod;f r aɪ t oː t
Freizeit;f r aɪ ts aɪ t
Freizeitpark;f r aɪ ts aɪ t p a r k
Freizeitzentrum;f r aɪ ts aɪ t t s ɛ n t r ʊ m
Fremdatom;f r ɛ m d a t oː m
Fremdbestandteil;f r ɛ m t b ə ʃ t a n t t aɪ l
Fremdenverkehr;f r ɛ m d ə n f ɐ k eː r
Fremdkapital;f r ɛ m t k a p i t aː l
Fremdkörper;f r ɛ m t k œɐ p ɐ
Fremdscham;f r ɛ m t ʃ aː m
Fremdsprache;f r ɛ m t ʃ p r aː x ə
Fremdstoff;f r ɛ m t ʃ t ɔ f
Fremdwährung;f r ɛ m t v ɛː r ʊ ŋ
Fremdwort;f r ɛ m t v ɔɐ t
Frequenzbereich;f r e k v ɛ n ts b ə r aɪ ç
Freske;f r ɛ s k ə
Fresko;f r ɛ s k o
Fresse;f r ɛ s ə
Fressfeind;f r ɛ s f aɪ n t
Frettchen;f r ɛ t ç ə n
Freude;f r ɔʏ d ə
Freudenhaus;f r ɔʏ d ə n h aʊ s
Freudentaumel;f r ɔʏ d ə n t ʔ aʊ m ə l
Freundchen;f r ɔʏ n t ç ə n
Freund;f r ɔʏ n t
Freundin;f r ɔʏ n d ɪ n
Freundlichkeit;f r ɔʏ n t l ɪ ç k aɪ t
Frevel;f r e v ə l
Friedensforscher;f r iː d ə n s f ɔɐ z ɪ ç ɐ
Friedensforscherin;f r iː d ə n s f ɔɐ z ɪ ç ə r ɪ n
Friedensforschung;f r iː d ə n s f ɔɐ z ɪ ç ʊ ŋ
Friedensnobelpreis;f r iː d ə n s n o b ɛ l p r aɪ s
Friedensprozess;f r iː d ə n s p r o t s ɛ s
Friedenszeit;f r iː d ə n s ts aɪ t
Friese;f r iː z ə
Frikadelle;f r i k a d ɛ l ə
Frikassee;f r i k a s eː
Frikativ;f r i k a t iː f
Friktion;f r ɪ k ts j oː n
Frische;f r ɪ ʃ ə
Frischkäse;f r ɪ ʃ k ɛː z ə
Friseur;f r ɪ z øːɐ
Frisör;f r i z øː r
Frisur;f r i z uːɐ
Friteuse;f r iː t ɛː ʔ u z ə
Fritteuse;f r ɪ t ɔʏ z ə
Fritüre;f r i t yː r ə
Fritzchen;f r ɪ t s ç ə n
Frivolität;f r i v o l i t ɛː t
Frohsinn;f r oː z ɪ n
Frontallappen;f r ɔ n t a l j a p ə n
Frontantrieb;f r ɔ n t aː n t r iː p
Frontläufer;f r o n t l ɔʏ f ɐ
Frosch;f r ɔ ʃ
Froschmann;f r ɔ ʃ m a n
Frostbeule;f r ɔ s t b ɔʏ l ə
Frost;f r ɔ s t
Früchtchen;f r ʏ ç t ç ə n
Fruchteis;f r ʊ x t ʔ aɪ s
Fruchtfleisch;f r ʊ x t f l aɪ ʃ
Fruchtknoten;f r ʊ x t k n oː t ə n
Fruchtsaft;f r ʊ x t z a f t
Fruchtsalat;f r ʊ x t z a l aː t
Frühchen;f r yː ç ə n
Frühjahr;f r yː j aː r
Frühjahrsputz;f r yː j aː r ʃ p ʊ t s
Frühling;f r yː l ɪ ŋ
Frühmahl;f r yː m aː l
Frühschoppen;f r yː ʃ ɔ p ə n
Frühsommer;f r yː z ɔ m ɐ
Frühsport;f r yː s p oːɐ r t
Frühzündung;f r yː ts ʏ n d ʊ ŋ
Frust;f r ʊ s t
Fuchs;f ʊ k s
Fuchshund;f ʊ k s h ʊ n t
Fuchsie;f ʊ k s j ə
Füchsin;f ʏ ç z iː n
Fuchsschwalbe;f ʊ k s ʃ v a l b ə
Fuchswelpe;f ʊ k s v ɛ l p ə
Fuffi;f uː f i
Fuge;f uː ɡ ə
Fugen-s;f uː ɡ ə n ʔ ɛ s
Fügung;f yː ɡ ʊ ŋ
Fühlen;f yː l ə n
Fühler;f yː l ɐ
Führer;f yː r ɐ
Führerhauptquartier;f yː r ɐ h aʊ p t k v a r t iː ə
Führerschein;f yː r ɐ ʃ aɪ n
Führerstandsmitfahrt;f yː r ɐ ʃ t a n t s m ɪ t f aː r t
Führung;f yː r ʊ ŋ
Führungsrolle;f yː r ʊ ŋ s r ɔ l ə
Fuhrwerk;f uː r v ɐ k
Fulleren;f u l ə r ə n
Füller;f ʏ l ɐ
Füllfeder;f ʏ l f eː d ɐ
Füllfederhalter;f ʏ l f eː d ɐ h a l t ɐ
Füllgas;f ʏ l ɡ a s
Füllmaterial;f ʏ l m a t e r j aː l
Füllsel;f ʏ l s ə l
Füllstand;f ʏ l ʃ t a n t
Füllstoff;f ʏ l ʃ t ɔ f
Fulminat;f ʊ l m i n a t
Fumarole;f u m a r oː l ə
Fundamentalist;f ʊ n d a m ɛ n t a l ɪ s t
Fundament;f ʊ n d a m ɛ n t
Fundbüro;f ʊ n t b y r oː
Fundi;f ʊ n d i
Fundort;f ʊ n d oːɐ r t
Fundstück;f ʊ n t ʃ t ʏ k
Fünfer;f ʏ n f ɐ
Fünftel;f ʏ n f t ə l
Fungibilität;f ʊ ŋ ɡ i b i l i t ɛː t
Funke;f ʊ ŋ k ə
Funker;f ʊ ŋ k ɐ
Funkfeuer;f ʊ ŋ k f ɔʏ ɐ
Funk;f ʊ ŋ k
Funkgerät;f ʊ ŋ k ɡ ə r ɛː t
Funktionalismus;f ʊ ŋ k ts j o n a l ɪ s m ʊ s
Funktionalität;f ʊ ŋ k ts j o n a l i t ɛː t
Funktionär;f ʊ ŋ k ts j o n ɛːɐ
Funktion;f ʊ ŋ k ts j oː n
Funktionsabschluss;f ʊ ŋ k ts j oː n s ʔ a p ʃ l ʊ s
Funktionsbaustein;f ʊ ŋ k ts j oː n s b aʊ ʃ t aɪ n
Funktionswort;f ʊ ŋ k ts j oː n s v œɐ t s
Furie;f uː r iː
Furnier;f ʊɐ s n iː ə
Fürstentum;f ʏɐ s t ə n t uː m
Fürst;f yː ɐ s t
Fürstin;f yː ɐ s t iː n
Fürstprimas;f yː ɐ s t p r i m a s
Furt;f ʊɐ t
Fürwort;f yː r v œɐ t s
Furzer;f t r ts ɐ
Furz;f ʊɐ ts
Fusionsbrennstoff;f u z j oː n s b r ɛ n ʃ t ɔ f
Fusionsreaktor;f u z j oː n s r e a k t ɔ r
Fußabdruck;f uː s a p d r ʊ k
Fußabstreifer;f u s ʔ a p s t r aɪ f ɐ
Fußballen;f uː s b a l ə n
Fußballer;f uː s b a l ɐ
Fußballfan;f uː s b a l f ɛː n
